"","date","ISPREAD","EEFR","RET","SMB","HML","MOM","VXO","CSPREAD","TERM","TED","CISS","ADS"
"176",2007-06-25,1,4,6,2,3,3,3,0,1,1,3,1
"177",2007-06-26,1,4,6,2,3,3,3,0,1,2,3,1
"178",2007-06-27,1,4,6,2,3,3,4,0,1,2,3,2
"179",2007-06-28,1,4,6,2,3,3,3,0,1,2,3,2
"180",2007-06-29,1,4,6,2,3,3,3,0,1,2,3,2
"181",2007-06-30,1,4,6,2,3,3,3,0,1,2,3,2
"182",2007-07-01,1,4,6,1,3,4,2,0,1,1,3,2
"183",2007-07-02,1,4,6,1,3,4,3,0,1,1,3,2
"184",2007-07-03,1,4,6,1,3,4,3,0,1,1,3,2
"185",2007-07-04,1,4,6,1,3,4,2,0,1,1,3,2
"186",2007-07-05,1,4,6,1,3,4,2,0,2,1,3,2
"187",2007-07-06,1,4,6,1,3,4,3,0,2,1,3,2
"188",2007-07-07,1,4,6,1,3,4,3,0,2,1,3,2
"189",2007-07-08,1,4,6,1,3,4,3,0,2,1,3,2
"190",2007-07-09,1,4,6,1,3,4,2,0,2,1,3,2
"191",2007-07-10,1,4,6,1,3,4,2,0,2,1,3,2
"192",2007-07-11,1,4,6,1,3,4,2,0,2,1,3,2
"193",2007-07-12,1,4,6,1,3,4,2,0,1,1,3,2
"194",2007-07-13,1,4,6,1,3,4,2,0,1,1,3,2
"195",2007-07-14,1,4,6,1,3,4,2,0,1,1,3,2
"196",2007-07-15,1,4,6,1,3,4,2,0,1,1,3,2
"197",2007-07-16,1,4,6,1,3,4,2,0,2,1,3,2
"198",2007-07-17,1,4,6,1,3,4,3,0,2,1,3,2
"199",2007-07-18,1,4,6,1,3,4,3,0,2,1,3,2
"200",2007-07-19,1,4,6,1,3,4,2,0,2,1,3,2
"201",2007-07-20,1,4,6,1,3,4,2,0,2,1,3,3
"202",2007-07-21,1,4,6,1,3,4,2,0,2,1,3,2
"203",2007-07-22,1,4,6,1,3,4,2,0,2,1,3,2
"204",2007-07-23,1,4,6,1,3,4,2,0,2,1,3,2
"205",2007-07-24,1,4,6,1,3,4,2,0,2,1,3,4
"206",2007-07-25,1,4,6,1,3,4,2,0,2,1,3,2
"207",2007-07-26,1,4,6,1,3,4,2,0,2,1,3,2
"208",2007-07-27,1,4,6,1,3,4,3,0,2,1,3,2
"209",2007-07-28,1,4,6,1,3,4,3,0,2,1,3,2
"210",2007-07-29,1,4,6,1,3,4,3,0,2,1,3,2
"211",2007-07-30,1,4,6,2,3,4,3,0,2,1,3,2
"212",2007-07-31,1,4,6,2,3,4,3,0,2,1,3,2
"213",2007-08-01,1,4,6,2,3,4,3,0,2,1,3,2
"214",2007-08-02,1,4,6,2,3,4,3,0,1,1,3,2
"215",2007-08-03,1,4,6,2,3,4,3,0,1,1,3,2
"216",2007-08-04,1,4,6,2,3,4,3,0,1,1,3,2
"217",2007-08-05,1,4,6,2,3,4,3,0,1,1,3,2
"218",2007-08-06,1,4,6,2,3,4,3,0,1,1,3,2
"219",2007-08-07,1,4,6,2,3,4,3,0,2,1,3,2
"220",2007-08-08,1,4,6,2,3,4,3,0,1,1,3,2
"221",2007-08-09,1,4,6,2,3,4,3,0,1,1,3,2
"222",2007-08-10,1,4,6,2,3,4,3,0,1,1,3,2
"223",2007-08-11,1,4,6,2,3,4,3,0,1,1,3,2
"224",2007-08-12,1,4,6,2,3,4,3,0,1,1,3,2
"225",2007-08-13,1,4,6,2,3,4,3,0,1,1,3,2
"226",2007-08-14,1,4,6,2,3,4,3,0,1,1,3,2
"227",2007-08-15,1,4,6,2,3,3,3,0,2,1,3,2
"228",2007-08-16,1,4,6,2,3,4,3,0,1,1,3,2
"229",2007-08-17,1,4,6,2,3,4,3,0,1,1,3,2
"230",2007-08-18,1,4,6,2,3,4,3,0,1,1,3,2
"231",2007-08-19,1,4,6,2,3,4,3,0,1,1,3,2
"232",2007-08-20,1,4,6,2,3,4,3,0,1,1,3,2
"233",2007-08-21,1,4,6,2,3,4,3,0,2,1,3,2
"234",2007-08-22,1,4,6,2,3,4,3,0,1,1,3,2
"235",2007-08-23,1,4,6,2,4,4,3,0,1,1,3,2
"236",2007-08-24,1,4,6,2,3,4,3,0,2,1,3,2
"237",2007-08-25,1,4,6,2,3,4,3,0,2,1,3,2
"238",2007-08-26,1,4,6,2,3,4,3,0,2,1,3,2
"239",2007-08-27,1,4,6,2,3,3,3,0,1,1,3,2
"240",2007-08-28,1,4,6,2,3,4,3,0,1,1,3,2
"241",2007-08-29,1,4,6,2,3,4,3,0,1,1,3,3
"242",2007-08-30,1,4,6,2,3,3,3,0,1,1,3,2
"243",2007-08-31,1,4,6,2,3,3,3,0,1,1,3,2
"244",2007-09-01,1,4,6,2,3,3,3,0,1,1,3,2
"245",2007-09-02,1,4,6,2,3,3,3,0,1,1,3,2
"246",2007-09-03,1,4,6,2,3,4,3,0,1,1,3,2
"247",2007-09-04,1,4,6,2,3,3,3,0,1,1,3,2
"248",2007-09-05,1,4,6,2,3,3,3,0,1,1,3,2
"249",2007-09-06,1,4,6,2,3,3,3,0,1,1,3,2
"250",2007-09-07,1,4,6,2,3,3,3,0,1,1,3,2
"251",2007-09-08,1,4,6,2,3,3,3,0,1,1,3,2
"252",2007-09-09,1,4,6,2,3,3,3,0,1,1,3,2
"253",2007-09-10,1,4,6,2,3,3,3,0,1,1,3,2
"254",2007-09-11,1,4,6,2,3,3,3,0,1,1,3,2
"255",2007-09-12,1,4,6,2,3,3,3,0,1,1,3,2
"256",2007-09-13,1,4,6,2,3,3,3,0,1,1,3,3
"257",2007-09-14,1,4,6,2,3,3,3,0,1,1,3,2
"258",2007-09-15,1,4,6,2,3,3,3,0,1,1,3,2
"259",2007-09-16,1,4,6,2,3,3,3,0,1,1,3,2
"260",2007-09-17,1,4,6,2,3,4,3,0,1,1,3,2
"261",2007-09-18,1,4,6,2,3,3,3,0,1,1,3,2
"262",2007-09-19,1,4,6,2,3,3,3,0,2,1,3,2
"263",2007-09-20,1,4,6,2,3,3,3,0,2,1,3,2
"264",2007-09-21,1,4,6,2,3,3,3,0,1,1,3,2
"265",2007-09-22,1,4,6,2,3,3,3,0,1,1,3,2
"266",2007-09-23,1,4,6,2,3,3,3,0,1,1,3,2
"267",2007-09-24,1,4,6,2,3,3,3,0,1,1,3,2
"268",2007-09-25,1,4,6,2,3,3,3,0,2,1,3,2
"269",2007-09-26,1,4,6,2,3,3,3,0,1,1,3,2
"270",2007-09-27,1,4,6,2,3,3,3,0,1,1,3,2
"271",2007-09-28,1,4,6,2,3,3,3,0,1,1,3,2
"272",2007-09-29,1,4,6,2,3,3,3,0,1,1,3,2
"273",2007-09-30,1,4,6,2,3,3,3,0,1,1,3,2
"274",2007-10-01,1,4,6,1,3,4,3,0,1,1,3,2
"275",2007-10-02,1,4,6,1,3,4,3,0,1,1,3,2
"276",2007-10-03,1,4,6,1,3,4,2,0,1,1,3,2
"277",2007-10-04,1,4,6,1,3,4,3,0,1,1,3,2
"278",2007-10-05,1,4,6,1,3,4,3,0,1,1,3,2
"279",2007-10-06,1,4,6,1,3,4,3,0,1,1,3,2
"280",2007-10-07,1,4,6,1,3,4,3,0,1,1,3,2
"281",2007-10-08,1,4,6,1,3,4,3,0,1,1,3,2
"282",2007-10-09,1,4,6,1,4,4,3,0,1,1,3,3
"283",2007-10-10,1,4,6,1,3,4,3,0,1,1,3,2
"284",2007-10-11,1,4,6,1,3,4,3,0,1,1,3,2
"285",2007-10-12,1,4,6,1,3,4,3,0,1,1,3,2
"286",2007-10-13,1,4,6,1,3,4,3,0,1,1,3,2
"287",2007-10-14,1,4,6,1,3,4,3,0,1,1,3,2
"288",2007-10-15,1,4,6,1,3,4,3,0,1,1,3,2
"289",2007-10-16,1,4,6,1,3,4,3,0,1,1,3,2
"290",2007-10-17,1,4,6,1,3,4,3,0,1,1,3,2
"291",2007-10-18,1,4,6,1,3,4,3,0,2,1,3,2
"292",2007-10-19,1,4,6,1,3,4,3,0,1,1,3,2
"293",2007-10-20,1,4,6,1,3,4,3,0,1,1,3,2
"294",2007-10-21,1,4,6,1,3,4,3,0,1,1,3,2
"295",2007-10-22,1,4,6,1,4,4,2,0,1,1,3,2
"296",2007-10-23,1,4,6,1,3,4,3,0,2,1,3,2
"297",2007-10-24,1,4,6,1,3,4,2,0,1,1,3,2
"298",2007-10-25,1,4,6,1,3,4,3,0,1,1,3,2
"299",2007-10-26,1,4,6,1,3,4,3,0,1,1,3,2
"300",2007-10-27,1,4,6,1,3,4,3,0,1,1,3,2
"301",2007-10-28,1,4,6,1,3,4,3,0,1,1,3,2
"302",2007-10-29,1,4,6,2,3,4,3,0,1,1,3,2
"303",2007-10-30,1,4,6,2,3,4,3,0,1,1,3,2
"304",2007-10-31,1,4,6,2,3,4,3,0,1,1,3,2
"305",2007-11-01,1,4,6,2,3,4,3,0,1,1,3,2
"306",2007-11-02,1,4,6,2,3,4,3,0,1,1,3,2
"307",2007-11-03,1,4,6,2,3,4,3,0,1,1,3,2
"308",2007-11-04,1,4,6,2,3,4,3,0,1,1,3,2
"309",2007-11-05,1,4,6,2,3,4,3,0,1,1,3,2
"310",2007-11-06,1,4,6,2,3,4,2,0,1,1,3,2
"311",2007-11-07,1,4,6,2,3,4,3,0,1,1,3,2
"312",2007-11-08,1,4,6,2,3,4,3,0,2,1,3,2
"313",2007-11-09,1,4,6,2,3,4,3,0,1,1,3,2
"314",2007-11-10,1,4,6,2,3,4,3,0,1,1,3,2
"315",2007-11-11,1,4,6,2,3,4,3,0,1,1,3,2
"316",2007-11-12,1,4,6,2,3,4,3,0,1,1,3,2
"317",2007-11-13,1,4,6,2,3,4,3,0,1,1,3,2
"318",2007-11-14,1,4,6,2,3,4,3,0,1,1,3,2
"319",2007-11-15,1,4,6,2,3,3,3,0,1,1,3,2
"320",2007-11-16,1,4,6,2,3,4,3,0,1,1,3,2
"321",2007-11-17,1,4,6,2,3,4,3,0,1,1,3,2
"322",2007-11-18,1,4,6,2,3,4,3,0,1,1,3,2
"323",2007-11-19,1,4,6,2,4,4,3,0,2,1,3,2
"324",2007-11-20,1,4,6,2,3,4,3,0,1,1,3,2
"325",2007-11-21,1,4,6,2,3,3,3,0,1,1,3,2
"326",2007-11-22,1,4,6,2,3,3,3,0,1,1,3,2
"327",2007-11-23,1,4,6,2,3,3,2,0,1,1,3,2
"328",2007-11-24,1,4,6,2,3,3,2,0,1,1,3,2
"329",2007-11-25,1,4,6,2,3,3,2,0,1,1,3,2
"330",2007-11-26,1,4,6,2,3,4,3,0,1,1,3,2
"331",2007-11-27,1,4,6,2,3,4,2,0,1,1,3,2
"332",2007-11-28,1,4,6,2,3,4,3,0,1,1,3,2
"333",2007-11-29,1,4,6,2,3,3,3,0,2,1,3,2
"334",2007-11-30,1,4,6,2,3,4,3,0,1,1,3,2
"335",2007-12-01,1,4,6,2,3,4,3,0,1,1,3,2
"336",2007-12-02,1,4,6,2,3,4,3,0,1,1,3,2
"337",2007-12-03,1,4,6,2,3,3,3,0,1,1,3,2
"338",2007-12-04,1,4,6,2,3,3,3,0,1,1,3,2
"339",2007-12-05,1,4,6,2,3,3,2,0,1,1,3,2
"340",2007-12-06,1,4,6,2,3,3,2,0,1,1,3,2
"341",2007-12-07,1,4,6,2,3,3,2,0,1,1,3,2
"342",2007-12-08,1,4,6,2,3,3,2,0,1,1,3,2
"343",2007-12-09,1,4,6,2,3,3,2,0,1,1,3,2
"344",2007-12-10,1,4,6,2,3,3,2,0,2,1,3,2
"345",2007-12-11,1,4,6,2,3,3,2,0,1,1,3,2
"346",2007-12-12,1,4,6,2,3,3,2,0,1,1,3,2
"347",2007-12-13,1,4,6,2,3,3,2,0,1,1,3,3
"348",2007-12-14,1,4,6,2,3,3,2,0,1,1,3,2
"349",2007-12-15,1,4,6,2,3,3,2,0,1,1,3,2
"350",2007-12-16,1,4,6,2,3,3,2,0,1,1,3,2
"351",2007-12-17,1,4,6,2,3,3,3,0,1,1,3,2
"352",2007-12-18,1,4,6,2,3,3,2,0,1,1,3,2
"353",2007-12-19,1,4,6,2,3,3,2,0,1,1,3,2
"354",2007-12-20,1,4,6,2,3,3,3,0,1,1,3,2
"355",2007-12-21,1,4,6,2,3,3,2,0,1,1,3,2
"356",2007-12-22,1,4,6,2,3,3,2,0,1,1,3,2
"357",2007-12-23,1,4,6,2,3,3,2,0,1,1,3,2
"358",2007-12-24,1,4,6,2,3,3,2,0,2,1,3,2
"359",2007-12-25,1,4,6,2,3,3,2,0,2,1,3,2
"360",2007-12-26,1,4,6,2,3,3,2,0,1,1,3,2
"361",2007-12-27,1,4,6,2,3,3,2,0,2,1,3,2
"362",2007-12-28,1,4,6,2,3,3,2,0,2,1,3,2
"363",2007-12-29,1,4,6,2,3,3,2,0,2,1,3,2
"364",2007-12-30,1,4,6,2,3,3,2,0,2,1,3,2
"365",2007-12-31,1,4,6,2,3,3,2,0,1,1,3,2
"366",2008-01-01,1,4,6,1,3,3,3,0,1,1,3,2
"367",2008-01-02,1,4,6,1,3,3,2,0,1,1,3,2
"368",2008-01-03,1,4,6,1,3,3,3,0,2,1,3,2
"369",2008-01-04,1,4,6,1,3,3,2,0,2,1,3,2
"370",2008-01-05,1,4,6,1,3,3,2,0,2,1,3,2
"371",2008-01-06,1,4,6,1,3,3,2,0,2,1,3,2
"372",2008-01-07,1,4,6,1,3,3,2,0,1,1,3,2
"373",2008-01-08,1,4,6,1,3,3,3,0,1,1,3,2
"374",2008-01-09,1,4,6,1,3,3,3,0,3,1,3,2
"375",2008-01-10,1,4,6,1,3,3,3,0,1,1,3,2
"376",2008-01-11,1,4,6,1,3,3,2,0,1,1,3,2
"377",2008-01-12,1,4,6,1,3,3,2,0,1,1,3,2
"378",2008-01-13,1,4,6,1,3,3,2,0,1,1,3,2
"379",2008-01-14,1,4,6,1,3,3,2,0,1,1,3,2
"380",2008-01-15,1,4,6,1,3,3,4,0,1,1,3,2
"381",2008-01-16,1,4,6,1,3,3,2,0,1,1,3,2
"382",2008-01-17,1,4,6,1,3,3,2,0,1,1,3,2
"383",2008-01-18,1,4,6,1,3,3,2,0,1,1,3,2
"384",2008-01-19,1,4,6,1,3,3,2,0,1,1,3,2
"385",2008-01-20,1,4,6,1,3,3,2,0,1,1,3,2
"386",2008-01-21,1,4,6,1,3,3,2,0,1,1,3,2
"387",2008-01-22,1,4,6,1,4,3,2,0,1,1,3,2
"388",2008-01-23,1,4,6,1,3,3,3,0,1,1,3,2
"389",2008-01-24,1,4,6,1,3,3,2,0,1,1,3,2
"390",2008-01-25,1,4,6,1,3,3,3,0,1,1,3,2
"391",2008-01-26,1,4,6,1,3,3,3,0,1,1,3,2
"392",2008-01-27,1,4,6,1,3,3,3,0,1,1,3,2
"393",2008-01-28,1,4,6,2,3,3,2,0,2,1,3,2
"394",2008-01-29,1,4,6,2,3,3,3,0,1,1,3,2
"395",2008-01-30,1,4,6,2,3,3,3,0,2,1,3,2
"396",2008-01-31,1,4,6,2,3,3,2,0,2,1,3,2
"397",2008-02-01,1,4,6,2,3,3,3,0,2,1,3,2
"398",2008-02-02,1,4,6,2,3,3,3,0,2,1,3,2
"399",2008-02-03,1,4,6,2,3,3,3,0,2,1,3,2
"400",2008-02-04,1,4,6,2,3,3,2,0,2,1,3,2
"401",2008-02-05,1,4,6,2,3,3,2,0,1,1,3,2
"402",2008-02-06,1,4,6,2,3,3,2,0,2,1,3,2
"403",2008-02-07,1,4,6,2,3,3,3,0,1,1,3,2
"404",2008-02-08,1,4,6,2,3,3,3,0,1,1,3,2
"405",2008-02-09,1,4,6,2,3,3,3,0,1,1,3,2
"406",2008-02-10,1,4,6,2,3,3,3,0,1,1,3,2
"407",2008-02-11,1,4,6,2,3,3,3,0,2,1,3,2
"408",2008-02-12,1,4,6,2,3,3,3,0,2,1,3,2
